[I 2024-07-08 21:07:01,125] A new study created in memory with name: no-name-2fce4595-1893-44fe-87ef-12d5c3f6e4d6
Seed set to 42

  0%|          | 0/300 [00:00<?, ?it/s]
Train: 0.5672 | Test: 0.4726 | Test metric: 0.5117 | Dataset: gs-lf:   0%|          | 0/300 [00:01<?, ?it/s]
Train: 0.5672 | Test: 0.4726 | Test metric: 0.5117 | Dataset: gs-lf:   0%|          | 1/300 [00:01<08:18,  1.67s/it]
Train: 0.3915 | Test: 0.3139 | Test metric: 0.5274 | Dataset: gs-lf:   0%|          | 1/300 [00:03<08:18,  1.67s/it]
Train: 0.0942 | Test: 0.1009 | Test metric: 0.8577 | Dataset: gs-lf:  31%|███       | 92/300 [02:32<05:43,  1.65s/it]
Train: 0.0939 | Test: 0.1007 | Test metric: 0.8574 | Dataset: gs-lf:  31%|███       | 92/300 [02:33<05:43,  1.65s/it]
Train: 0.0939 | Test: 0.1007 | Test metric: 0.8574 | Dataset: gs-lf:  31%|███       | 93/300 [02:33<05:41,  1.65s/it]
Train: 0.0938 | Test: 0.1002 | Test metric: 0.8578 | Dataset: gs-lf:  31%|███       | 93/300 [02:35<05:41,  1.65s/it]
Train: 0.0938 | Test: 0.1002 | Test metric: 0.8578 | Dataset: gs-lf:  31%|███▏      | 94/300 [02:35<05:39,  1.65s/it]
Train: 0.0935 | Test: 0.1004 | Test metric: 0.8581 | Dataset: gs-lf:  31%|███▏      | 94/300 [02:37<05:39,  1.65s/it]
Train: 0.0935 | Test: 0.1004 | Test metric: 0.8581 | Dataset: gs-lf:  32%|███▏      | 95/300 [02:37<05:38,  1.65s/it]
Train: 0.0935 | Test: 0.1003 | Test metric: 0.8591 | Dataset: gs-lf:  32%|███▏      | 95/300 [02:38<05:38,  1.65s/it]
Train: 0.0935 | Test: 0.1003 | Test metric: 0.8591 | Dataset: gs-lf:  32%|███▏      | 96/300 [02:38<05:36,  1.65s/it]
Train: 0.0933 | Test: 0.1003 | Test metric: 0.8583 | Dataset: gs-lf:  32%|███▏      | 96/300 [02:40<05:36,  1.65s/it]
Train: 0.0933 | Test: 0.1003 | Test metric: 0.8583 | Dataset: gs-lf:  32%|███▏      | 97/300 [02:40<05:34,  1.65s/it]
Train: 0.0935 | Test: 0.1004 | Test metric: 0.8597 | Dataset: gs-lf:  32%|███▏      | 97/300 [02:42<05:34,  1.65s/it]
Train: 0.0935 | Test: 0.1004 | Test metric: 0.8597 | Dataset: gs-lf:  33%|███▎      | 98/300 [02:42<05:38,  1.67s/it]
Train: 0.0933 | Test: 0.1004 | Test metric: 0.8593 | Dataset: gs-lf:  33%|███▎      | 98/300 [02:43<05:38,  1.67s/it]
Train: 0.0933 | Test: 0.1004 | Test metric: 0.8593 | Dataset: gs-lf:  33%|███▎      | 99/300 [02:43<05:36,  1.67s/it]
Train: 0.0930 | Test: 0.1001 | Test metric: 0.8599 | Dataset: gs-lf:  33%|███▎      | 99/300 [02:45<05:36,  1.67s/it]
Train: 0.0930 | Test: 0.1001 | Test metric: 0.8599 | Dataset: gs-lf:  33%|███▎      | 100/300 [02:45<05:33,  1.67s/it]
Train: 0.0931 | Test: 0.1004 | Test metric: 0.8601 | Dataset: gs-lf:  33%|███▎      | 100/300 [02:47<05:33,  1.67s/it]
Train: 0.0931 | Test: 0.1004 | Test metric: 0.8601 | Dataset: gs-lf:  34%|███▎      | 101/300 [02:47<05:30,  1.66s/it]
Train: 0.0931 | Test: 0.1001 | Test metric: 0.8608 | Dataset: gs-lf:  34%|███▎      | 101/300 [02:48<05:30,  1.66s/it]
Train: 0.0931 | Test: 0.1001 | Test metric: 0.8608 | Dataset: gs-lf:  34%|███▍      | 102/300 [02:48<05:28,  1.66s/it]
Train: 0.0926 | Test: 0.1001 | Test metric: 0.8600 | Dataset: gs-lf:  34%|███▍      | 102/300 [02:50<05:28,  1.66s/it]
Train: 0.0926 | Test: 0.1001 | Test metric: 0.8600 | Dataset: gs-lf:  34%|███▍      | 103/300 [02:50<05:26,  1.66s/it]
Train: 0.0925 | Test: 0.1006 | Test metric: 0.8601 | Dataset: gs-lf:  34%|███▍      | 103/300 [02:52<05:26,  1.66s/it]
Train: 0.0925 | Test: 0.1006 | Test metric: 0.8601 | Dataset: gs-lf:  35%|███▍      | 104/300 [02:52<05:24,  1.66s/it]
Train: 0.0923 | Test: 0.1007 | Test metric: 0.8599 | Dataset: gs-lf:  35%|███▍      | 104/300 [02:53<05:24,  1.66s/it]
Train: 0.0923 | Test: 0.1007 | Test metric: 0.8599 | Dataset: gs-lf:  35%|███▌      | 105/300 [02:53<05:22,  1.66s/it]
Train: 0.0925 | Test: 0.1006 | Test metric: 0.8612 | Dataset: gs-lf:  35%|███▌      | 105/300 [02:55<05:22,  1.66s/it]
Train: 0.0925 | Test: 0.1006 | Test metric: 0.8612 | Dataset: gs-lf:  35%|███▌      | 106/300 [02:55<05:21,  1.66s/it]
Train: 0.0924 | Test: 0.0998 | Test metric: 0.8610 | Dataset: gs-lf:  35%|███▌      | 106/300 [02:57<05:21,  1.66s/it]
Train: 0.0924 | Test: 0.0998 | Test metric: 0.8610 | Dataset: gs-lf:  36%|███▌      | 107/300 [02:57<05:18,  1.65s/it]
Train: 0.0918 | Test: 0.1016 | Test metric: 0.8607 | Dataset: gs-lf:  36%|███▌      | 107/300 [02:58<05:18,  1.65s/it]
Train: 0.0918 | Test: 0.1016 | Test metric: 0.8607 | Dataset: gs-lf:  36%|███▌      | 108/300 [02:58<05:16,  1.65s/it]
Train: 0.0923 | Test: 0.1004 | Test metric: 0.8608 | Dataset: gs-lf:  36%|███▌      | 108/300 [03:00<05:16,  1.65s/it]
Train: 0.0923 | Test: 0.1004 | Test metric: 0.8608 | Dataset: gs-lf:  36%|███▋      | 109/300 [03:00<05:14,  1.65s/it]
Train: 0.0921 | Test: 0.0998 | Test metric: 0.8624 | Dataset: gs-lf:  36%|███▋      | 109/300 [03:02<05:14,  1.65s/it]
Train: 0.0921 | Test: 0.0998 | Test metric: 0.8624 | Dataset: gs-lf:  37%|███▋      | 110/300 [03:02<05:12,  1.64s/it]
Train: 0.0918 | Test: 0.0999 | Test metric: 0.8619 | Dataset: gs-lf:  37%|███▋      | 110/300 [03:03<05:12,  1.64s/it]
Train: 0.0918 | Test: 0.0999 | Test metric: 0.8619 | Dataset: gs-lf:  37%|███▋      | 111/300 [03:03<05:13,  1.66s/it]
Train: 0.0916 | Test: 0.0997 | Test metric: 0.8619 | Dataset: gs-lf:  37%|███▋      | 111/300 [03:05<05:13,  1.66s/it]
Train: 0.0916 | Test: 0.0997 | Test metric: 0.8619 | Dataset: gs-lf:  37%|███▋      | 112/300 [03:05<05:11,  1.66s/it]
Train: 0.0913 | Test: 0.0998 | Test metric: 0.8617 | Dataset: gs-lf:  37%|███▋      | 112/300 [03:07<05:11,  1.66s/it]
Train: 0.0913 | Test: 0.0998 | Test metric: 0.8617 | Dataset: gs-lf:  38%|███▊      | 113/300 [03:07<05:09,  1.65s/it]
Train: 0.0914 | Test: 0.0996 | Test metric: 0.8621 | Dataset: gs-lf:  38%|███▊      | 113/300 [03:08<05:09,  1.65s/it]
Train: 0.0914 | Test: 0.0996 | Test metric: 0.8621 | Dataset: gs-lf:  38%|███▊      | 114/300 [03:08<05:07,  1.65s/it]
Train: 0.0915 | Test: 0.1003 | Test metric: 0.8624 | Dataset: gs-lf:  38%|███▊      | 114/300 [03:10<05:07,  1.65s/it]
Train: 0.0915 | Test: 0.1003 | Test metric: 0.8624 | Dataset: gs-lf:  38%|███▊      | 115/300 [03:10<05:06,  1.66s/it]
Train: 0.0913 | Test: 0.0997 | Test metric: 0.8616 | Dataset: gs-lf:  38%|███▊      | 115/300 [03:12<05:06,  1.66s/it]
Train: 0.0913 | Test: 0.0997 | Test metric: 0.8616 | Dataset: gs-lf:  39%|███▊      | 116/300 [03:12<05:03,  1.65s/it]
Train: 0.0909 | Test: 0.0994 | Test metric: 0.8623 | Dataset: gs-lf:  39%|███▊      | 116/300 [03:13<05:03,  1.65s/it]
Train: 0.0909 | Test: 0.0994 | Test metric: 0.8623 | Dataset: gs-lf:  39%|███▉      | 117/300 [03:13<05:01,  1.65s/it]
Train: 0.0910 | Test: 0.0997 | Test metric: 0.8624 | Dataset: gs-lf:  39%|███▉      | 117/300 [03:15<05:01,  1.65s/it]
Train: 0.0910 | Test: 0.0997 | Test metric: 0.8624 | Dataset: gs-lf:  39%|███▉      | 118/300 [03:15<05:00,  1.65s/it]
Train: 0.0912 | Test: 0.1000 | Test metric: 0.8631 | Dataset: gs-lf:  39%|███▉      | 118/300 [03:17<05:00,  1.65s/it]
Train: 0.0912 | Test: 0.1000 | Test metric: 0.8631 | Dataset: gs-lf:  40%|███▉      | 119/300 [03:17<04:58,  1.65s/it]
Train: 0.0909 | Test: 0.0994 | Test metric: 0.8633 | Dataset: gs-lf:  40%|███▉      | 119/300 [03:18<04:58,  1.65s/it]
Train: 0.0909 | Test: 0.0994 | Test metric: 0.8633 | Dataset: gs-lf:  40%|████      | 120/300 [03:18<04:56,  1.64s/it]
Train: 0.0907 | Test: 0.1001 | Test metric: 0.8626 | Dataset: gs-lf:  40%|████      | 120/300 [03:20<04:56,  1.64s/it]
Train: 0.0907 | Test: 0.1001 | Test metric: 0.8626 | Dataset: gs-lf:  40%|████      | 121/300 [03:20<04:54,  1.64s/it]
Train: 0.0905 | Test: 0.0993 | Test metric: 0.8643 | Dataset: gs-lf:  40%|████      | 121/300 [03:21<04:54,  1.64s/it]
Train: 0.0905 | Test: 0.0993 | Test metric: 0.8643 | Dataset: gs-lf:  41%|████      | 122/300 [03:21<04:52,  1.64s/it]
Train: 0.0905 | Test: 0.1002 | Test metric: 0.8624 | Dataset: gs-lf:  41%|████      | 122/300 [03:23<04:52,  1.64s/it]
Train: 0.0905 | Test: 0.1002 | Test metric: 0.8624 | Dataset: gs-lf:  41%|████      | 123/300 [03:23<04:50,  1.64s/it]
Train: 0.0906 | Test: 0.0998 | Test metric: 0.8625 | Dataset: gs-lf:  41%|████      | 123/300 [03:25<04:50,  1.64s/it]
Train: 0.0906 | Test: 0.0998 | Test metric: 0.8625 | Dataset: gs-lf:  41%|████▏     | 124/300 [03:25<04:51,  1.65s/it]
Train: 0.0903 | Test: 0.0996 | Test metric: 0.8640 | Dataset: gs-lf:  41%|████▏     | 124/300 [03:26<04:51,  1.65s/it]
Train: 0.0903 | Test: 0.0996 | Test metric: 0.8640 | Dataset: gs-lf:  42%|████▏     | 125/300 [03:26<04:53,  1.67s/it]
Train: 0.0900 | Test: 0.1005 | Test metric: 0.8621 | Dataset: gs-lf:  42%|████▏     | 125/300 [03:28<04:53,  1.67s/it]
Train: 0.0900 | Test: 0.1005 | Test metric: 0.8621 | Dataset: gs-lf:  42%|████▏     | 126/300 [03:28<04:50,  1.67s/it]
Train: 0.0900 | Test: 0.0991 | Test metric: 0.8640 | Dataset: gs-lf:  42%|████▏     | 126/300 [03:30<04:50,  1.67s/it]
Train: 0.0900 | Test: 0.0991 | Test metric: 0.8640 | Dataset: gs-lf:  42%|████▏     | 127/300 [03:30<04:47,  1.66s/it]
Train: 0.0898 | Test: 0.0995 | Test metric: 0.8645 | Dataset: gs-lf:  42%|████▏     | 127/300 [03:31<04:47,  1.66s/it]
Train: 0.0898 | Test: 0.0995 | Test metric: 0.8645 | Dataset: gs-lf:  43%|████▎     | 128/300 [03:31<04:45,  1.66s/it]
Train: 0.0900 | Test: 0.0997 | Test metric: 0.8650 | Dataset: gs-lf:  43%|████▎     | 128/300 [03:33<04:45,  1.66s/it]
Train: 0.0900 | Test: 0.0997 | Test metric: 0.8650 | Dataset: gs-lf:  43%|████▎     | 129/300 [03:33<04:43,  1.66s/it]
Train: 0.0900 | Test: 0.1000 | Test metric: 0.8634 | Dataset: gs-lf:  43%|████▎     | 129/300 [03:35<04:43,  1.66s/it]
Train: 0.0900 | Test: 0.1000 | Test metric: 0.8634 | Dataset: gs-lf:  43%|████▎     | 130/300 [03:35<04:41,  1.66s/it]
Train: 0.0897 | Test: 0.0993 | Test metric: 0.8646 | Dataset: gs-lf:  43%|████▎     | 130/300 [03:36<04:41,  1.66s/it]
Train: 0.0897 | Test: 0.0993 | Test metric: 0.8646 | Dataset: gs-lf:  44%|████▎     | 131/300 [03:36<04:39,  1.65s/it]
Train: 0.0896 | Test: 0.0993 | Test metric: 0.8641 | Dataset: gs-lf:  44%|████▎     | 131/300 [03:38<04:39,  1.65s/it]
Train: 0.0896 | Test: 0.0993 | Test metric: 0.8641 | Dataset: gs-lf:  44%|████▍     | 132/300 [03:38<04:37,  1.65s/it]
Train: 0.0894 | Test: 0.0997 | Test metric: 0.8647 | Dataset: gs-lf:  44%|████▍     | 132/300 [03:40<04:37,  1.65s/it]
Train: 0.0894 | Test: 0.0997 | Test metric: 0.8647 | Dataset: gs-lf:  44%|████▍     | 133/300 [03:40<04:36,  1.65s/it]
Train: 0.0894 | Test: 0.0994 | Test metric: 0.8649 | Dataset: gs-lf:  44%|████▍     | 133/300 [03:41<04:36,  1.65s/it]
Train: 0.0894 | Test: 0.0994 | Test metric: 0.8649 | Dataset: gs-lf:  45%|████▍     | 134/300 [03:41<04:35,  1.66s/it]
Train: 0.0893 | Test: 0.0999 | Test metric: 0.8643 | Dataset: gs-lf:  45%|████▍     | 134/300 [03:43<04:35,  1.66s/it]
Train: 0.0893 | Test: 0.0999 | Test metric: 0.8643 | Dataset: gs-lf:  45%|████▌     | 135/300 [03:43<04:33,  1.66s/it]
Train: 0.0893 | Test: 0.0989 | Test metric: 0.8659 | Dataset: gs-lf:  45%|████▌     | 135/300 [03:45<04:33,  1.66s/it]
Train: 0.0893 | Test: 0.0989 | Test metric: 0.8659 | Dataset: gs-lf:  45%|████▌     | 136/300 [03:45<04:31,  1.66s/it]
Train: 0.0891 | Test: 0.0991 | Test metric: 0.8654 | Dataset: gs-lf:  45%|████▌     | 136/300 [03:46<04:31,  1.66s/it]
Train: 0.0891 | Test: 0.0991 | Test metric: 0.8654 | Dataset: gs-lf:  46%|████▌     | 137/300 [03:46<04:29,  1.65s/it]
Train: 0.0890 | Test: 0.0989 | Test metric: 0.8652 | Dataset: gs-lf:  46%|████▌     | 137/300 [03:48<04:29,  1.65s/it]
Train: 0.0890 | Test: 0.0989 | Test metric: 0.8652 | Dataset: gs-lf:  46%|████▌     | 138/300 [03:48<04:29,  1.67s/it]
Train: 0.0891 | Test: 0.0990 | Test metric: 0.8648 | Dataset: gs-lf:  46%|████▌     | 138/300 [03:50<04:29,  1.67s/it]
Train: 0.0891 | Test: 0.0990 | Test metric: 0.8648 | Dataset: gs-lf:  46%|████▋     | 139/300 [03:50<04:27,  1.66s/it]
Train: 0.0888 | Test: 0.0994 | Test metric: 0.8641 | Dataset: gs-lf:  46%|████▋     | 139/300 [03:51<04:27,  1.66s/it]
Train: 0.0888 | Test: 0.0994 | Test metric: 0.8641 | Dataset: gs-lf:  47%|████▋     | 140/300 [03:51<04:25,  1.66s/it]
Train: 0.0887 | Test: 0.0990 | Test metric: 0.8657 | Dataset: gs-lf:  47%|████▋     | 140/300 [03:53<04:25,  1.66s/it]
Train: 0.0887 | Test: 0.0990 | Test metric: 0.8657 | Dataset: gs-lf:  47%|████▋     | 141/300 [03:53<04:23,  1.66s/it]
Train: 0.0887 | Test: 0.0999 | Test metric: 0.8650 | Dataset: gs-lf:  47%|████▋     | 141/300 [03:55<04:23,  1.66s/it]
Train: 0.0887 | Test: 0.0999 | Test metric: 0.8650 | Dataset: gs-lf:  47%|████▋     | 142/300 [03:55<04:21,  1.65s/it]
Train: 0.0887 | Test: 0.0994 | Test metric: 0.8645 | Dataset: gs-lf:  47%|████▋     | 142/300 [03:56<04:21,  1.65s/it]
Train: 0.0887 | Test: 0.0994 | Test metric: 0.8645 | Dataset: gs-lf:  48%|████▊     | 143/300 [03:56<04:19,  1.65s/it]
Train: 0.0886 | Test: 0.0989 | Test metric: 0.8643 | Dataset: gs-lf:  48%|████▊     | 143/300 [03:58<04:19,  1.65s/it]
Train: 0.0886 | Test: 0.0989 | Test metric: 0.8643 | Dataset: gs-lf:  48%|████▊     | 144/300 [03:58<04:18,  1.66s/it]
Train: 0.0882 | Test: 0.0989 | Test metric: 0.8652 | Dataset: gs-lf:  48%|████▊     | 144/300 [04:00<04:18,  1.66s/it]
Train: 0.0882 | Test: 0.0989 | Test metric: 0.8652 | Dataset: gs-lf:  48%|████▊     | 145/300 [04:00<04:16,  1.65s/it]
Train: 0.0884 | Test: 0.0994 | Test metric: 0.8654 | Dataset: gs-lf:  48%|████▊     | 145/300 [04:01<04:16,  1.65s/it]
Train: 0.0884 | Test: 0.0994 | Test metric: 0.8654 | Dataset: gs-lf:  49%|████▊     | 146/300 [04:01<04:14,  1.65s/it]
Train: 0.0884 | Test: 0.0989 | Test metric: 0.8658 | Dataset: gs-lf:  49%|████▊     | 146/300 [04:03<04:14,  1.65s/it]
Train: 0.0884 | Test: 0.0989 | Test metric: 0.8658 | Dataset: gs-lf:  49%|████▉     | 147/300 [04:03<04:12,  1.65s/it]
Train: 0.0882 | Test: 0.0988 | Test metric: 0.8653 | Dataset: gs-lf:  49%|████▉     | 147/300 [04:05<04:12,  1.65s/it]
Train: 0.0882 | Test: 0.0988 | Test metric: 0.8653 | Dataset: gs-lf:  49%|████▉     | 148/300 [04:05<04:11,  1.65s/it]
Train: 0.0879 | Test: 0.0988 | Test metric: 0.8655 | Dataset: gs-lf:  49%|████▉     | 148/300 [04:06<04:11,  1.65s/it]
Train: 0.0879 | Test: 0.0988 | Test metric: 0.8655 | Dataset: gs-lf:  50%|████▉     | 149/300 [04:06<04:09,  1.65s/it]
Train: 0.0879 | Test: 0.0994 | Test metric: 0.8661 | Dataset: gs-lf:  50%|████▉     | 149/300 [04:08<04:09,  1.65s/it]
Train: 0.0879 | Test: 0.0994 | Test metric: 0.8661 | Dataset: gs-lf:  50%|█████     | 150/300 [04:08<04:07,  1.65s/it]
Train: 0.0879 | Test: 0.0994 | Test metric: 0.8662 | Dataset: gs-lf:  50%|█████     | 150/300 [04:10<04:07,  1.65s/it]
Train: 0.0879 | Test: 0.0994 | Test metric: 0.8662 | Dataset: gs-lf:  50%|█████     | 151/300 [04:10<04:07,  1.66s/it]
Train: 0.0879 | Test: 0.0992 | Test metric: 0.8661 | Dataset: gs-lf:  50%|█████     | 151/300 [04:11<04:07,  1.66s/it]
Train: 0.0879 | Test: 0.0992 | Test metric: 0.8661 | Dataset: gs-lf:  51%|█████     | 152/300 [04:11<04:06,  1.66s/it]
Train: 0.0881 | Test: 0.0990 | Test metric: 0.8657 | Dataset: gs-lf:  51%|█████     | 152/300 [04:13<04:06,  1.66s/it]
Train: 0.0881 | Test: 0.0990 | Test metric: 0.8657 | Dataset: gs-lf:  51%|█████     | 153/300 [04:13<04:03,  1.66s/it]
Train: 0.0880 | Test: 0.0990 | Test metric: 0.8658 | Dataset: gs-lf:  51%|█████     | 153/300 [04:14<04:03,  1.66s/it]
Train: 0.0880 | Test: 0.0990 | Test metric: 0.8658 | Dataset: gs-lf:  51%|█████▏    | 154/300 [04:14<04:01,  1.65s/it]
Train: 0.0875 | Test: 0.0991 | Test metric: 0.8659 | Dataset: gs-lf:  51%|█████▏    | 154/300 [04:16<04:01,  1.65s/it]
Train: 0.0875 | Test: 0.0991 | Test metric: 0.8659 | Dataset: gs-lf:  52%|█████▏    | 155/300 [04:16<03:58,  1.65s/it]
Train: 0.0875 | Test: 0.0998 | Test metric: 0.8651 | Dataset: gs-lf:  52%|█████▏    | 155/300 [04:18<03:58,  1.65s/it]
Train: 0.0875 | Test: 0.0998 | Test metric: 0.8651 | Dataset: gs-lf:  52%|█████▏    | 156/300 [04:18<03:57,  1.65s/it]
Train: 0.0874 | Test: 0.0989 | Test metric: 0.8654 | Dataset: gs-lf:  52%|█████▏    | 156/300 [04:19<03:57,  1.65s/it]
Train: 0.0874 | Test: 0.0989 | Test metric: 0.8654 | Dataset: gs-lf:  52%|█████▏    | 157/300 [04:19<03:54,  1.64s/it]
Train: 0.0873 | Test: 0.0992 | Test metric: 0.8662 | Dataset: gs-lf:  52%|█████▏    | 157/300 [04:21<03:54,  1.64s/it]
Train: 0.0873 | Test: 0.0992 | Test metric: 0.8662 | Dataset: gs-lf:  53%|█████▎    | 158/300 [04:21<03:54,  1.65s/it]
Train: 0.0871 | Test: 0.0990 | Test metric: 0.8659 | Dataset: gs-lf:  53%|█████▎    | 158/300 [04:23<03:54,  1.65s/it]
Train: 0.0871 | Test: 0.0990 | Test metric: 0.8659 | Dataset: gs-lf:  53%|█████▎    | 159/300 [04:23<03:52,  1.65s/it]
Train: 0.0873 | Test: 0.0993 | Test metric: 0.8659 | Dataset: gs-lf:  53%|█████▎    | 159/300 [04:24<03:52,  1.65s/it]
Train: 0.0873 | Test: 0.0993 | Test metric: 0.8659 | Dataset: gs-lf:  53%|█████▎    | 160/300 [04:24<03:50,  1.64s/it]
Train: 0.0872 | Test: 0.0987 | Test metric: 0.8667 | Dataset: gs-lf:  53%|█████▎    | 160/300 [04:26<03:50,  1.64s/it]
Train: 0.0872 | Test: 0.0987 | Test metric: 0.8667 | Dataset: gs-lf:  54%|█████▎    | 161/300 [04:26<03:48,  1.64s/it]
Train: 0.0873 | Test: 0.0995 | Test metric: 0.8658 | Dataset: gs-lf:  54%|█████▎    | 161/300 [04:28<03:48,  1.64s/it]
Train: 0.0873 | Test: 0.0995 | Test metric: 0.8658 | Dataset: gs-lf:  54%|█████▍    | 162/300 [04:28<03:46,  1.64s/it]
Train: 0.0872 | Test: 0.0993 | Test metric: 0.8647 | Dataset: gs-lf:  54%|█████▍    | 162/300 [04:29<03:46,  1.64s/it]
Train: 0.0872 | Test: 0.0993 | Test metric: 0.8647 | Dataset: gs-lf:  54%|█████▍    | 163/300 [04:29<03:45,  1.64s/it]
Train: 0.0873 | Test: 0.1002 | Test metric: 0.8659 | Dataset: gs-lf:  54%|█████▍    | 163/300 [04:31<03:45,  1.64s/it]
Train: 0.0873 | Test: 0.1002 | Test metric: 0.8659 | Dataset: gs-lf:  55%|█████▍    | 164/300 [04:31<03:44,  1.65s/it]
Train: 0.0868 | Test: 0.0989 | Test metric: 0.8671 | Dataset: gs-lf:  55%|█████▍    | 164/300 [04:33<03:44,  1.65s/it]
Train: 0.0868 | Test: 0.0989 | Test metric: 0.8671 | Dataset: gs-lf:  55%|█████▌    | 165/300 [04:33<03:44,  1.66s/it]
Train: 0.0867 | Test: 0.0994 | Test metric: 0.8660 | Dataset: gs-lf:  55%|█████▌    | 165/300 [04:34<03:44,  1.66s/it]
Train: 0.0867 | Test: 0.0994 | Test metric: 0.8660 | Dataset: gs-lf:  55%|█████▌    | 166/300 [04:34<03:42,  1.66s/it]
Train: 0.0867 | Test: 0.0995 | Test metric: 0.8673 | Dataset: gs-lf:  55%|█████▌    | 166/300 [04:36<03:42,  1.66s/it]
Train: 0.0867 | Test: 0.0995 | Test metric: 0.8673 | Dataset: gs-lf:  56%|█████▌    | 167/300 [04:36<03:40,  1.66s/it]
Train: 0.0872 | Test: 0.0992 | Test metric: 0.8659 | Dataset: gs-lf:  56%|█████▌    | 167/300 [04:38<03:40,  1.66s/it]
Train: 0.0872 | Test: 0.0992 | Test metric: 0.8659 | Dataset: gs-lf:  56%|█████▌    | 168/300 [04:38<03:37,  1.65s/it]
Train: 0.0865 | Test: 0.0990 | Test metric: 0.8674 | Dataset: gs-lf:  56%|█████▌    | 168/300 [04:39<03:37,  1.65s/it]
Train: 0.0865 | Test: 0.0990 | Test metric: 0.8674 | Dataset: gs-lf:  56%|█████▋    | 169/300 [04:39<03:35,  1.65s/it]
Train: 0.0867 | Test: 0.0997 | Test metric: 0.8658 | Dataset: gs-lf:  56%|█████▋    | 169/300 [04:41<03:35,  1.65s/it]
Train: 0.0867 | Test: 0.0997 | Test metric: 0.8658 | Dataset: gs-lf:  57%|█████▋    | 170/300 [04:41<03:34,  1.65s/it]
Train: 0.0865 | Test: 0.0996 | Test metric: 0.8669 | Dataset: gs-lf:  57%|█████▋    | 170/300 [04:42<03:34,  1.65s/it]
Train: 0.0865 | Test: 0.0996 | Test metric: 0.8669 | Dataset: gs-lf:  57%|█████▋    | 171/300 [04:42<03:32,  1.65s/it]
Train: 0.0862 | Test: 0.0988 | Test metric: 0.8657 | Dataset: gs-lf:  57%|█████▋    | 171/300 [04:44<03:32,  1.65s/it]
Train: 0.0862 | Test: 0.0988 | Test metric: 0.8657 | Dataset: gs-lf:  57%|█████▋    | 172/300 [04:44<03:30,  1.64s/it]
Train: 0.0863 | Test: 0.0989 | Test metric: 0.8665 | Dataset: gs-lf:  57%|█████▋    | 172/300 [04:46<03:30,  1.64s/it]
Train: 0.0863 | Test: 0.0989 | Test metric: 0.8665 | Dataset: gs-lf:  58%|█████▊    | 173/300 [04:46<03:28,  1.64s/it]
Train: 0.0868 | Test: 0.0997 | Test metric: 0.8661 | Dataset: gs-lf:  58%|█████▊    | 173/300 [04:47<03:28,  1.64s/it]
Train: 0.0868 | Test: 0.0997 | Test metric: 0.8661 | Dataset: gs-lf:  58%|█████▊    | 174/300 [04:47<03:27,  1.64s/it]
Train: 0.0862 | Test: 0.0993 | Test metric: 0.8658 | Dataset: gs-lf:  58%|█████▊    | 174/300 [04:49<03:27,  1.64s/it]
Train: 0.0862 | Test: 0.0993 | Test metric: 0.8658 | Dataset: gs-lf:  58%|█████▊    | 175/300 [04:49<03:25,  1.64s/it]
Train: 0.0857 | Test: 0.0988 | Test metric: 0.8667 | Dataset: gs-lf:  58%|█████▊    | 175/300 [04:51<03:25,  1.64s/it]
Train: 0.0857 | Test: 0.0988 | Test metric: 0.8667 | Dataset: gs-lf:  59%|█████▊    | 176/300 [04:51<03:23,  1.64s/it]
Train: 0.0860 | Test: 0.0991 | Test metric: 0.8664 | Dataset: gs-lf:  59%|█████▊    | 176/300 [04:52<03:23,  1.64s/it]
Train: 0.0860 | Test: 0.0991 | Test metric: 0.8664 | Dataset: gs-lf:  59%|█████▉    | 177/300 [04:52<03:21,  1.64s/it]
Train: 0.0858 | Test: 0.0995 | Test metric: 0.8665 | Dataset: gs-lf:  59%|█████▉    | 177/300 [04:54<03:21,  1.64s/it]
Train: 0.0858 | Test: 0.0995 | Test metric: 0.8665 | Dataset: gs-lf:  59%|█████▉    | 178/300 [04:54<03:21,  1.65s/it]
Train: 0.0856 | Test: 0.0990 | Test metric: 0.8661 | Dataset: gs-lf:  59%|█████▉    | 178/300 [04:56<03:21,  1.65s/it]
Train: 0.0856 | Test: 0.0990 | Test metric: 0.8661 | Dataset: gs-lf:  60%|█████▉    | 179/300 [04:56<03:20,  1.66s/it]
Train: 0.0858 | Test: 0.0995 | Test metric: 0.8670 | Dataset: gs-lf:  60%|█████▉    | 179/300 [04:57<03:20,  1.66s/it]
Train: 0.0858 | Test: 0.0995 | Test metric: 0.8670 | Dataset: gs-lf:  60%|██████    | 180/300 [04:57<03:18,  1.65s/it]
Train: 0.0864 | Test: 0.0996 | Test metric: 0.8666 | Dataset: gs-lf:  60%|██████    | 180/300 [04:59<03:18,  1.65s/it]
Train: 0.0864 | Test: 0.0996 | Test metric: 0.8666 | Dataset: gs-lf:  60%|██████    | 181/300 [04:59<03:16,  1.65s/it]
