Dataset,Mixture Label,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42
Snitz 1,41,CCC1C(=C(C(=O)O1)O)C,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC(C)CCOC(=O)C,CCCCCOC(=O)CCC,COC1=CC=CC=C1,C1=CC=C(C=C1)C=O,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CCCC(=O)O,CCCCSCCCC,CC/C=C/1\C2=CC=CC=C2C(=O)O1,CC1=CC=C(C=C1)O,CC1=CC=C(C=C1)OC(=O)C,CC1=CC=C(C=C1)OC(=O)C(C)C,CC1=CC=C(C=C1)OC,CC(C)C1=CC=C(C=C1)C=O,C1CCC(CC1)O,CCCCC/C=C/C=C/C=O,CCSCC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,C1=CC=C(C=C1)OC2=CC=CC=C2,CCCC(=O)OCC,CCC1=NC=CN=C1,COC1=CC=CC=C1O,CCCCCCCO,CCCCCC(=O)O,CCCC(CC)O,CCC/C=C/C=O,CC(=CCC[C@](C)(C=C)O)C,CCC(OC)OC,COC(=O)C1=CC=CC=C1O,CCCC(=O)SC,CCCCCCCCCOC(=O)C,CCCCCCCCO,C=CCCC(=O)O,C1=CC=C(C=C1)CC(=O)O,C#CC1=CC=CC=C1,CC1=CC(=O)CC(C1)(C)C,CC1=CNC2=CC=CC=C12,CC1=CCC(CC1)C(C)(C)O,C(C(=O)O)SCC(=O)O,CC1=CC=CC=C1C=O,CC(C)CC=O,COC1=C(C=CC(=C1)C=O)O
Snitz 1,42,CC(=O)C1=CC=CC=C1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)CC1=CC=CC=C1,CCCCCOC(=O)CCCC,C1=CC=C(C=C1)C=CC=O,CCC(=O)OCC,COC1=C(C=CC(=C1)CC=C)O,CC(CCC=C(C)C)C=O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,C1=CC=C(C=C1)CCO,CC1=CCC2CC1C2(C)C,C1=CSC=C1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,43,CC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=N1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)CC1=CC=CC=C1,CCCCCOC(=O)CCCC,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CC1=CC(=C(C=C1Cl)C(C)C)O,CC1=NC=CN=C1C,CCC(=O)OCC,COC1=C(C=CC(=C1)CC=C)O,CCCCCCC=O,CCCCCCO,CC(CCCC(C)(C)O)CC=O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CC1=CCC2CC1C2(C)C,CCCC(=O)OCCC,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,CC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,44,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC1=CC=C(C=C1)OC(=O)C,CC(C)C1=CC=C(C=C1)C=O,CCC1=NC=CN=C1,CCCCCCCO,CCCC(CC)O,C1=CC=C(C=C1)CC(=O)O,CC1=CC(=O)CC(C1)(C)C,CC1=CNC2=CC=CC=C12,CC(C)CC=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,45,CC1=CC=C(C=C1)OC(=O)C(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,46,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,COC1=CC=CC=C1O,C1=CC=C(C=C1)CC(=O)O,CC1=CC(=O)CC(C1)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,47,CC(=O)C1=CC=CC=C1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)CC1=CC=CC=C1,CCCCCOC(=O)CCCC,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CC1=CC(=C(C=C1Cl)C(C)C)O,C1=CC=C(C=C1)C=CC=O,CC(C)(CCC1=CC=CC=C1)O,CC1=NC=CN=C1C,CC1=CN=C(C=N1)C,CSSSC,CCC(=O)OCC,COC1=C(C=CC(=C1)CC=C)O,CCCCCC=O,CC(CCCC(C)(C)O)CC=O,CC(CCC=C(C)C)C=O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,COC1=CC2=CC=CC=C2C=C1,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CCCCCC(C=C)O,CCCCC(=O)O,C1=CC=C(C=C1)CCO,CC1=CCC2CC1C2(C)C,CCCC(=O)OCCC,CCCSCCC,C1=CSC=C1,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCC1CCC(=O)O1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,,,,,,,,,,,,,
Snitz 1,48,CC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=N1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)CC1=CC=CC=C1,CCCCCOC(=O)CCCC,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CC1=CC(=C(C=C1Cl)C(C)C)O,C1=CC=C(C=C1)C=CC=O,C1=CC=C2C(=C1)C=CC(=O)O2,CCCCNCCCC,CC(C)(CCC1=CC=CC=C1)O,CC1=NC=CN=C1C,CC1=CN=C(C=N1)C,CSSSC,CCC(=O)OCC,CC1(C2CCC(O1)(CC2)C)C,COC1=C(C=CC(=C1)CC=C)O,C1=COC(=C1)CS,CCCCCCC=O,CCCCCC=O,CCCCCCO,CC(C1=CC=CC=C1)C(OC)OC,CC(CCCC(C)(C)O)CC=O,C1=CC=C2C(=C1)C=CN2,CC(CCC=C(C)C)C=O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,COC1=CC2=CC=CC=C2C=C1,COC(=O)C1=CC=CC=C1N,CC1=CC2=C(C=C1)N=CC=C2,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CCCCCC(C=C)O,CCCCC(=O)O,C1=CC=C(C=C1)CCO,CC1=CCC2CC1C2(C)C,CCCC(=O)OCCC,CCCSCCC,C1=CSC=C1,CC1=CC(=C(C=C1)C(C)C)O,CC1=CC=CC=C1,CCCCCCCC1CCC(=O)O1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,CC1CCC(=O)O1
Snitz 1,49,CC(C)CCOC(=O)CC1=CC=CC=C1,CCCCCOC(=O)CCCC,CCCCC(=O)O,CC1=CC(=C(C=C1)C(C)C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,1,CC(C)C1=CC=C(C=C1)C=O,CCC1=NC=CN=C1,CC1=CC(=O)CC(C1)(C)C,CC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,2,CCCCCC1CCC(=O)O1,CCCCCOC(=O)CCCC,COC1=CC=CC=C1,CC1=CC=C(C=C1)OC(=O)C(C)C,COC1=C(C=CC(=C1)CC=C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,3,CC(C)CCOC(=O)C,CCCCCOC(=O)CCCC,COC1=CC=CC=C1,CCCCCCCO,CCCC(CC)O,CCCCCC(C=C)O,CC1=CC=CC=C1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,4,CCCCCOC(=O)CCCC,CC1=CC=C(C=C1)OC(=O)C,CC1(C2CCC(O1)(CC2)C)C,COC1=C(C=CC(=C1)CC=C)O,COC(=O)C1=CC=CC=C1N,C=CCCC(=O)O,C1=CC=C(C=C1)CCO,CC1=CC(=O)CC(C1)(C)C,CC1=CC=CC=C1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,5,CC(=O)C1=CC=CC=C1,C1=CC=C(C=C1)C=O,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,COC(=O)C1=CC=CC=C1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,6,COC1=CC=CC=C1,CCCCNCCCC,CC1=CN=C(C=N1)C,CCCCCCO,CCC/C=C/C=O,CC1=CC(=O)CC(C1)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,7,C1=CC=C(C=C1)C=O,C1=CC=C(C=C1)C=CC=O,CC1=CC=C(C=C1)OC,CC1(C2CCC(O1)(CC2)C)C,CCCC(CC)O,CC(C1=CC=CC=C1)C(OC)OC,COC(=O)C1=CC=CC=C1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,8,CC(C)CCOC(=O)C,CCCCNCCCC,CCCC(=O)OCC,CCCCCC(C=C)O,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,9,CCCCCC1CCC(=O)O1,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CCCCCCC=O,CCCCCCO,CCC/C=C/C=O,CC1=CC2=C(C=C1)N=CC=C2,CCCCCCCCCOC(=O)C,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,10,CCCCSCCCC,C1=CC=C(C=C1)C=CC=O,CC1=CC=C(C=C1)OC(=O)C(C)C,CCCC(CC)O,COC(=O)C1=CC=CC=C1O,CCCCC(=O)O,C1=CC=C(C=C1)CCO,CCCC(=O)OCCC,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,11,C1=CC=C(C=C1)C=O,CC1(C2CCC(O1)(CC2)C)C,CCCCCCC=O,CCCCCCCO,CCC/C=C/C=O,CC1=CC2=C(C=C1)N=CC=C2,COC(=O)C1=CC=CC=C1O,CCCCCCCCCOC(=O)C,CCCCCCCCO,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,12,CC(=O)C1=CC=CC=C1,CC(C)C1=CC=C(C=C1)C=O,CC1(C2CCC(O1)(CC2)C)C,CCCC(=O)SC,CCCC(=O)OCCC,CC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,13,CC(=O)C1=CC=CC=C1,COC1=CC=CC=C1,CCCCSCCCC,CC1=CC=C(C=C1)OC(=O)C,CCCCCCCO,CCC/C=C/C=O,CC1=CCC2CC1C2(C)C,C1=CSC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,14,CC1=CC=C(C=C1)OC(=O)C,CC1=CC=C(C=C1)OC,C1CCC(CC1)O,COC1=C(C=CC(=C1)CC=C)O,CC(C1=CC=CC=C1)C(OC)OC,CC1=CC2=C(C=C1)N=CC=C2,CCCCC(=O)O,C=CCCC(=O)O,C1=CC=C(C=C1)CCO,CC1=CC(=O)CC(C1)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,1,CCCCCCCC(=O)OCC,CC(=O)O,C1=COC(=C1)CS,CC(=O)C1=CC=CC=N1,CCOC=O,CC(C)C=O,CC(C)CC=O,CCC(C=C)O,CCCC(C)O,CCSCC,CC[C@@H](C)O,CCCCC=O,CCOC(=O)C,CCCC(=O)C,CCC(C)C=O,CC(=CCO)C,CCCCCCO,CC(=CCC/C(=C/CO)/C)C,CC(=CCC/C(=C/C=O)/C)C,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,COC1=C(C=CC(=C1)CC=C)O,CC(CCC=C(C)C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,
Ravia,2,CCCCCCCC(=O)OCC,CC(C)C(=O)O,C=CCCC(=O)O,CC(C)CC=O,CC(C1=CC=CC=C1)C(OC)OC,CCSCC,CCCCCO,CCCC(=O)C,CCC(C)C=O,CCCC=O,CC/C=C/CCO,CC(=CCC/C(=C/CO)/C)C,CCCCCC(=O)OCC=C,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,3,CCCCCCCC(=O)OCC,COC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=N1,CCCC(=O)O,CC(C)CC=O,CC(C1=CC=CC=C1)C(OC)OC,CCCCO,CCSCC,CCCC(=O)C,CCCC=O,CCCCCCO,CC(CCC=C(C)C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,4,CCCCCCCC(=O)OCC,CSC,CC(C)O,C=CCCC(=O)O,C[C@@H](CCC=C(C)C)CCO,CCCC(=O)O,CCC=O,CCCCO,CC[C@@H](C)O,CSCCCO,CCC(C)C=O,CC(=CCO)C,CCC/C=C/CO,CC(=CCC/C(=C/CO)/C)C,CC(=CCC/C(=C/C=O)/C)C,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,5,CSC,CC(C)C(=O)O,CCCO,CC(=O)O,CC(=O)C,CC(C)O,C1=COC(=C1)CS,COC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=N1,CCOC=O,CC(C)C=O,CC(=CCC[C@](C)(C=C)O)C,CCCC(C)O,CCC(=O)O,CCC(=O)C,CC[C@@H](C)O,CCCCC=O,CCCCCO,CCOC(=O)C,CCCC(=O)C,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCCCC(=O)OCC=C,CC(C)CC(=O)O,,,,,,,,,,,,,,,
Ravia,6,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CC(=O)O,COC(=O)C1=CC=CC=C1,CCOC=O,C[C@@H](CCC=C(C)C)CCO,CC(=CCC[C@](C)(C=C)O)C,CC(C)CC=O,CCC(=O)O,CCCCC=O,CCC(C)C=O,CC/C=C/CCO,CCC/C=C/CO,CC(=CCC/C(=C/C=O)/C)C,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,7,COC1=CC=C(C=C1)C=O,CC(=O)O,CC(=O)C,CC(C)O,C1=COC(=C1)CS,COC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=N1,CSSSC,CC(=CCC[C@](C)(C=C)O)C,CC(C)CC=O,CCCC(C)O,CC(C1=CC=CC=C1)C(OC)OC,CCCCO,CCSCC,CCCCC=O,CCCC(=O)C,CC/C=C/CCO,CCC/C=C/CO,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,
Ravia,8,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CC(=O)C,CC(C)O,C1=COC(=C1)CS,CC(=O)C1=CC=CC=N1,C=CCCC(=O)O,CC(C)C=O,CC(=CCC[C@](C)(C=C)O)C,CC(C)CC=O,CCC(C=C)O,CC(C1=CC=CC=C1)C(OC)OC,CCCCO,CC[C@@H](C)O,CCCCC=O,CCCCCO,CSCCCO,CCCC(=O)C,CC(=CCO)C,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(=CCC/C(=C/C=O)/C)C,CCCCCOC(=O)CCC,CC(CCC=C(C)C)CCO,,,,,,,,,,,,,,,,,,
Ravia,9,CCCCCCCC(=O)OCC,C1=COC(=C1)CS,C=CCCC(=O)O,CCOC=O,CC(=CCC[C@](C)(C=C)O)C,CCCC(=O)O,CCC(C=C)O,CCC=O,CCCCO,CCC(=O)O,CC[C@@H](C)O,CSCCCO,CCCC(=O)C,CCC(C)C=O,CC(=CCO)C,CCCCCCO,CC(=CCC/C(=C/CO)/C)C,CC(=CCC/C(=C/C=O)/C)C,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCCCC(=O)OCC=C,,,,,,,,,,,,,,,,,,,,,,,
Ravia,10,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,COC(=O)C1=CC=CC=C1,C=CCCC(=O)O,C[C@@H](CCC=C(C)C)CCO,CC(=CCC[C@](C)(C=C)O)C,CCCC(C)O,CC/C=C/CCO,CC(=CCC/C(=C/CO)/C)C,CCCCCOC(=O)CCC,CC(CCC=C(C)C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,11,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CC(=O)O,CC(=O)C,COC(=O)C1=CC=CC=C1,C=CCCC(=O)O,CCOC=O,CC(C)C=O,CC(=CCC[C@](C)(C=C)O)C,CCCC(C)O,CC(C1=CC=CC=C1)C(OC)OC,CCC=O,CCSCC,CCC(=O)O,CCC(=O)C,CC[C@@H](C)O,CCCCCO,CSCCCO,CCOC(=O)C,CCCC(=O)C,CC(=CCO)C,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,CC(=CCC/C(=C/CO)/C)C,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CCCCCOC(=O)CCC,,,,,,,,,,,,,
Ravia,12,CSC,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CCCO,CC(=O)O,CC(=O)C,CC(C)O,C1=COC(=C1)CS,COC(=O)C1=CC=CC=C1,C[C@@H](CCC=C(C)C)CCO,CCC(C=C)O,CC(=O)OC,CCC(=O)O,CCC(=O)C,CCOC(=O)C,CC(=CCC/C(=C/CO)/C)C,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,13,CCCCCCCC(=O)OCC,CCCO,CC(=O)O,CC(=O)C,CC(=O)C1=CC=CC=N1,CCOC=O,CC(C)C=O,C[C@@H](CCC=C(C)C)CCO,CCCC(=O)O,CC(C)CC=O,CCC(C=C)O,CCCC(C)O,CCCCO,CC(=O)OC,CC[C@@H](C)O,CCCCC=O,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,COC1=C(C=CC(=C1)CC=C)O,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,
Ravia,14,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CCCO,CC(=O)C,CC(C)O,C1=COC(=C1)CS,COC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=N1,C=CCCC(=O)O,CSSSC,CC(=CCC[C@](C)(C=C)O)C,CCCC(=O)O,CCC(C=C)O,CCCC(C)O,CC(C1=CC=CC=C1)C(OC)OC,CCC=O,CCCCO,CC(=O)OC,CCC(=O)O,CC[C@@H](C)O,CCCCCO,CCCC(=O)C,CCC(C)C=O,CC/C=C/CCO,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCCCC(=O)OCC=C,,,,,,,,,,,,,,
Ravia,15,CCCO,C1=COC(=C1)CS,CC(=O)C1=CC=CC=N1,CSSSC,CCC(C=C)O,CCCCO,CCC(=O)O,CCC(=O)C,CCCCC=O,CCCCCO,CCCC(=O)C,CCC(C)C=O,COC1=C(C=CC(=C1)CC=C)O,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,16,COC1=CC=C(C=C1)C=O,COC(=O)C1=CC=CC=C1,CCOC=O,CC(C)CC=O,CCCC(C)O,CC(=O)OC,CCC(=O)C,CCCCCO,CSCCCO,CCCC(=O)C,CCC(C)C=O,CCCC=O,CC/C=C/CCO,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CC(CCC=C(C)C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,17,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,CCCO,COC(=O)C1=CC=CC=C1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,C[C@@H](CCC=C(C)C)CCO,CC(C)CC=O,CCC(C=C)O,CCCCO,CCCCCO,CSCCCO,CCCC(=O)C,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CC(CCC=C(C)C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,
Ravia,18,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CC(=O)O,CC(=O)C,C1=COC(=C1)CS,COC(=O)C1=CC=CC=C1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,CC(=CCC[C@](C)(C=C)O)C,CC(C)CC=O,CCC(C=C)O,CC(C1=CC=CC=C1)C(OC)OC,CCCCO,CCSCC,CCC(=O)O,CCCCCO,CSCCCO,CCCC(=O)C,CCC(C)C=O,CCCCCCO,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,COC1=C(C=CC(=C1)CC=C)O,,,,,,,,,,,,,,,,,
Ravia,19,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CCCO,CC(=O)C,CC(C)O,C1=COC(=C1)CS,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,CC(=CCC[C@](C)(C=C)O)C,CCCC(=O)O,CCCC(C)O,CC(C1=CC=CC=C1)C(OC)OC,CCC=O,CCCCO,CC(=O)OC,CCC(=O)C,CSCCCO,CCOC(=O)C,CCC(C)C=O,CC(=CCO)C,CCCC=O,CCC/C=C/CO,CCCCCCO,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CCCCCC(=O)OCC=C,COC1=C(C=CC(=C1)CC=C)O,,,,,,,,,,,,,
Ravia,20,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CC(=O)O,CC(=O)C,CC(C)O,COC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=N1,C=CCCC(=O)O,CSSSC,CC(C)C=O,CC(=CCC[C@](C)(C=C)O)C,CC(C)CC=O,CCC=O,CCSCC,CCC(=O)O,CCC(=O)C,CSCCCO,CCOC(=O)C,CCCC(=O)C,CCC(C)C=O,CC(=CCO)C,CCCC=O,CC(=CCC/C(=C/CO)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CCCCCOC(=O)CCC,CCCCCC(=O)OCC=C,COC1=C(C=CC(=C1)CC=C)O,CC(CCC=C(C)C)CCO,,,,,,,,,,,,,
Ravia,21,CSC,CCCO,CC(=O)O,CC(=O)C,C1=COC(=C1)CS,C=CCCC(=O)O,CSSSC,CC(=CCC[C@](C)(C=C)O)C,CCCC(C)O,CC(C1=CC=CC=C1)C(OC)OC,CCSCC,CC(=O)OC,CCC(=O)O,CCC(=O)C,CC[C@@H](C)O,CCCCC=O,CCCCCO,CC/C=C/CCO,CCCCCCO,CC(=CCC/C(=C/CO)/C)C,CC(=CCC/C(=C/C=O)/C)C,CCCCCC(=O)OCC=C,COC1=C(C=CC(=C1)CC=C)O,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,
Ravia,22,COC1=CC=C(C=C1)C=O,CC(=O)O,CC(C)O,CC(C)C=O,CCCC(=O)O,CCSCC,CC(=O)OC,CC[C@@H](C)O,CCCCCO,CC(=CCO)C,CCCC=O,CCCCCCO,CC(=CCC/C(=C/CO)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC(CCC=C(C)C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,23,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CC(C)O,COC(=O)C1=CC=CC=C1,C=CCCC(=O)O,CSSSC,C[C@@H](CCC=C(C)C)CCO,CCCC(C)O,CC(C1=CC=CC=C1)C(OC)OC,CCC=O,CCSCC,CC(=O)OC,CCC(=O)O,CCOC(=O)C,CCCC(=O)C,CC/C=C/CCO,CCCCCCO,CC(=CCC/C(=C/CO)/C)C,CC(CCC=C(C)C)CCO,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,24,CC(C)C(=O)O,CC(=O)C,CC(C)C=O,CCCC(C)O,CCC=O,CCCCO,CCC(=O)C,CSCCCO,CCOC(=O)C,C/C=C/C1=CC(=C(C=C1)OC)OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,25,CCCCCCCC(=O)OCC,CC(=O)O,C1=COC(=C1)CS,CSSSC,CC(C)C=O,CCCC(=O)O,CCC(C=C)O,CC(C1=CC=CC=C1)C(OC)OC,CC[C@@H](C)O,CCOC(=O)C,CCCC(=O)C,CCC(C)C=O,CCC/C=C/CO,CC(=CCC/C(=C/C=O)/C)C,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCCCC(=O)OCC=C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,26,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,C1=COC(=C1)CS,C=CCCC(=O)O,CSSSC,CC(C)C=O,CCCC(=O)O,CCC(=O)O,CCC(=O)C,CC[C@@H](C)O,CSCCCO,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia,27,CC(C)C(=O)O,COC1=CC=C(C=C1)C=O,CC(=O)O,CC(=O)C,C=CCCC(=O)O,CCOC=O,CSSSC,C[C@@H](CCC=C(C)C)CCO,CC(=CCC[C@](C)(C=C)O)C,CCC(C=C)O,CCC=O,CCCCO,CCC(=O)O,CCC(=O)C,CC[C@@H](C)O,CCCCC=O,CCCC(=O)C,CC(=CCO)C,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(=CCC/C(=C/CO)/C)C,CC(=CCC/C(=C/C=O)/C)C,C/C=C/C1=CC(=C(C=C1)OC)OC,CCCCCOC(=O)CCC,CCCCCC(=O)OCC=C,COC1=C(C=CC(=C1)CC=C)O,CC(CCC=C(C)C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,
Ravia,28,CCCO,CC(=O)O,C1=COC(=C1)CS,COC(=O)C1=CC=CC=C1,CCOC=O,CC(C)C=O,C[C@@H](CCC=C(C)C)CCO,CC(C)CC=O,CCC=O,CC(=O)OC,CCC(=O)O,CSCCCO,CCCC(=O)C,CCC(C)C=O,CC(=CCO)C,CC/C=C/CCO,CC(=CCC/C(=C/CO)/C)C,CC(=CCC/C(=C/C=O)/C)C,CCCCCOC(=O)CCC,CC(CCC=C(C)C)CCO,,,,,,,,,,,,,,,,,,,,,,,
